customer_id,site_id,location_type,customer_name,delivery_days,address_line1,address_line2,postal_code,region1,region2,region3,phone_number,customer_number,otc_customer_id,otc_site_id,load_date,longitude,latitude,locquality_desc,is_deleted,modified_date,modified_user,source_system,otc_warehouse_no
101161,ROUTE_61,DB5DU40BIFN0CSQ,DESC_61,2BTRM,KORS5DG1,N08UJH7L6B4X13,4Y7XR3FU,E3XN3IF0BEMWJ,41UTQ,AVGCPMWAD7H,NBAZ,W4O8T3NW68VISS,UGRWT3H5D,6KMA3E,2024-08-27 20:16:09.000000,86.883831,-143.968549,DESC_61,FD2NWM7K,2024-04-12 09:39:54.000000,YHQ4ZV,I1TR7FEXZ5JWEU,3LR4O5D004RMPR
101162,ROUTE_62,4L6HKZZU6Y3SJ,DESC_62,6E6TL1EDOVTE,EF1GYWWQAYQPDFJ,Z9K,0LI1ZSC,8HE4L2TWCJH,I9UFBMHDFIFS0Z,XBK25Y2AVNV,W9L1,HRD,7UWN65QDI3YL,M2W85DU7G,2024-06-20 00:02:29.000000,74.94102,-44.20136,DESC_62,OQ06,2024-06-03 22:01:28.000000,TZ9PRZAGY,O3HP5GWRA4N5U4,FF288QQ5L50
101163,ROUTE_63,M5WIAJQKI2,DESC_63,2DK2YCASZ2,11KZTLJ6J,818XQEE,XA5FPBJOQDVA,8ADDD3J,HUD1D69ZV,XNF9SC5I,YZKP7XW,M5FC90F,GB80,A1BEJPXWR2ZB40,2025-12-28 15:43:59.000000,-27.202803,101.787958,DESC_63,DKT,2024-08-15 10:45:21.000000,4U6THXG22G,T997U4ZZL,KQ5
101164,ROUTE_64,QPTH,DESC_64,T3VCCRP2AN18R,H4Z,L9L54IE5I,SJVKL7503BKB,KH6A,OHKEUWSE,HI1GZ,WZPY,AOV,DKBOZD3D6LN498,8LIV9D,2024-01-30 21:16:30.000000,108.527402,-104.704122,DESC_64,9BVSMIF0BT29,2024-12-08 16:28:53.000000,HXU6VAQIDFIX1,FPG3Z7J,O65L60GLPHJB
101165,ROUTE_65,S3CF73DAX0X,DESC_65,MVO7,EZRMWD,8D44K,TN7FN9,FPM0MZ,4D68RO,HDNV51HY,QMG,OXEZQEU6YZKC,J8U2QKXCE1R31F,VSX9EHM,2024-04-28 16:06:39.000000,138.689648,-60.190428,DESC_65,55G,2024-08-15 16:19:55.000000,WJZB7,R76V8310ON,3QE
101166,ROUTE_66,2LM7Z,DESC_66,27DAMUVU50X244,XXIFNPLX3S1,M0FE7XSNCG,L1A,HTJJDE0K,DG0BL,K0YTAV7,R530V,9A7CZXJS4LH,QJZ93CYRDI1S9V,87ZC9HX3Z723X,2024-12-16 16:14:50.000000,70.823538,-143.421128,DESC_66,PTPHVAFY,2024-02-17 12:01:19.000000,FHLPUN8,C6LU,64RC9QJ3B7
101167,ROUTE_67,J1V6ST0,DESC_67,VFNQF5W47I,KJ5ANPAV,7MZA90U5,YO2WSWZ2K,Y9VBOJ9,ULYWBO,9EN6FCIUNC,G45VUN,JBSD5AS,Y7D,U50NE5MWYBGS,2025-09-16 13:51:43.000000,-11.059052,7.322824,DESC_67,9G4PC0Y,2025-07-07 13:34:31.000000,3TI7S7Q9,J33PUEW8B4Y8PC,HLG400K0
101168,ROUTE_68,NG973JE5OMR,DESC_68,18WMVK6M,QSM1C,YAU3H88T7K,WUH0GI7R,20G1WGD49F8UH,C2SD4YZO,E6Z8UZJ,9F3Z,HJ047,C0V,YGORZV17OR4BB0,2025-07-17 14:33:18.000000,147.438331,-43.3498,DESC_68,4WWD5HS9OGNF70,2025-08-13 12:55:18.000000,BF7MELK7,NAMAAT,ZEULH7
101169,ROUTE_69,64NHZ,DESC_69,QV3,4KFY97R3994,9BC6EM,EOU8J,O4N,JZEKAORK4OO2AF,M15NWB8KCFFNR,0VSBUG2RFW,28R2,LJ80YXRR8,YMNVXR8F49K8N,2024-12-05 04:33:14.000000,-32.430314,-32.622761,DESC_69,32NUPV8,2024-03-06 13:21:52.000000,V2TXMX36EI,3ZYZ6EPFM1AE,EN982DH2CK3M5
101170,ROUTE_70,OAM78V,DESC_70,UC4UZ2,AVMJBR,AK8,7OH2,H6AAD8T7FX2Y,LEQH7ZR6JDR,IMOO66QFIR,JKQ00W8C79MAFP,8UREE7V3NOQ90,CWZ330RVUWHU8P,VYXQFZS0,2025-05-28 02:10:38.000000,23.193073,-27.966044,DESC_70,E25ASLTVJGMIY,2025-10-09 13:39:33.000000,TQE9HAQS79Z6K30,9XP,8F9K
101171,ROUTE_71,USLQNJ,DESC_71,MO0O3OBM2,U8S,OWMDAP9,23NJLQ1T15QJ5,TC47D6X2QEAD18B,XX8CN,SFE58RO1PW2,L49SA3J,XC0NX,7TO3TOXL35ULI5,EI7UKLSW6J5N,2025-04-13 13:38:05.000000,-63.195214,106.198658,DESC_71,WG6Q,2025-04-27 05:54:22.000000,GMCFQMUD0M7,HYO89VTWE6,Q09C6
101172,ROUTE_72,LD2UXPSSMDUQZ,DESC_72,0HPLL8,M1Q1C3R,N5BOG59EQ,GK2G2D7MR,GCVXRQLM595UR7,FQ7C24,IYI6SDEQANQCN,K547GTZP8YNZ,8EAANH0USAXZE,7EL0U34U,7TMUQCG,2025-12-12 10:33:27.000000,-100.4374,-105.035964,DESC_72,YC6V,2024-08-23 17:16:12.000000,23MN8DRUJ,15SF,W81YOG3067N
101173,ROUTE_73,913X5VLTNCGHMUD,DESC_73,BO8XP0D,2WUHNT,SG2SIAL1D8TA4C,C467XMPJ59RZA,4VLK,RXW55K,5DET8V9QURF,99ZOXRUNLTUHXAD,PL59GD4WATVY,1CI0GZ3C,VOG21U80E,2025-08-21 17:59:47.000000,82.420964,-87.552849,DESC_73,STJW21P2T1,2024-09-02 13:41:18.000000,6K610YL,16KHKWX339B3D9,MGSR
101174,ROUTE_74,8EH99OGY6A,DESC_74,LU1E8YB5670QP2B,FKZ58NC2A35GME6,6G2IPLGL6LHERNF,V460TS,JXHNJ1,1WRH6OX8ABB,N27R3,R600ILPXA99,C2LVX2,DLU0IM6JGCJ8,Q3NPF,2024-07-21 23:16:45.000000,87.182249,100.31539,DESC_74,AIMHZ6C,2025-11-05 18:01:21.000000,K27RSS0Y6PIXPA4,MZ35W,A99
101175,ROUTE_75,C1D7RRRXB6,DESC_75,P8HV7WJ223J,MNNXP91GU,ZXDCJIW3I,YC9W,TN9CFBGTP,GMHD1PUM7VTP,QQV1S0R2VJA0R,3OSV6SA7R,MC7SKF7VES,W5YFZ9,0LPBSMEF,2024-08-24 20:53:40.000000,-92.372578,-153.254183,DESC_75,ZJXM2YA7CM,2024-05-30 19:20:50.000000,QR344M1WQ7M,XCP,ZF963QBOH19WR13
101176,ROUTE_76,IKRJHNXQWD,DESC_76,DVPDS78X3,8KV,1UBJA9PE36CLWHW,P9DZ03FPTWW12M,1BR62NXYDW8,CSOR3CAR5,Q593R,W26AE5XE,FNNZ,NNKX5SD7NG,4RZQS1LGJ5RL5K,2025-09-02 19:42:00.000000,29.182883,112.914071,DESC_76,FWKVOYPOT,2025-06-18 06:17:56.000000,KS88,GUUA5KQ27OXN3Y,1VAT9TB
101177,ROUTE_77,6D77XVAPH,DESC_77,HJMKZVSPHCD,8QH,LA1J,Y6XPHMB6XI,GR24LZANHF09,BZ46T,R6TN43JL,Z8TU,SB92WDH,SJDRC76M09XZG,RPFURR3SM3,2024-11-12 16:32:30.000000,-171.190457,-106.646669,DESC_77,3QAHW0,2024-12-21 07:11:16.000000,6P4JUI9G0TPLRQ2,QOM85GW,K5KYZHMLITX96Z
101178,ROUTE_78,4026J79AABIFB6E,DESC_78,IYDIJ5VA3ZX,UW0MCZIY,HWI3TWGY,TJFF3D5UH2WN,EPIDMY9S,G7M3UW7P5HN6V,IGL9YSQAPDZ,UPP2QZ41E1,L1H4CE5746ZM,UGIBKNNVHF179R,QBJQCSJ3DD56HX3,2025-12-03 21:28:16.000000,-128.505608,-7.997869,DESC_78,AD6KBKBAD5,2024-10-28 12:09:44.000000,PD825TTHWIPA,MI1CLF,VCFJA7HB3P9N75
101179,ROUTE_79,ZJPUHYTMMVYAV8Z,DESC_79,2VQAR03W,NQLGDP9U6UQF,4II2B2M1HRG0,0P4M,4ZMBSMALDLGSP9Q,990FHC0H1M85,NILHB1U,3FZXEPJ,X3IAS56N,62IHK2PCLXSX,2V5,2025-10-04 21:48:10.000000,98.957764,141.393034,DESC_79,HF764,2025-04-23 13:43:21.000000,JQGZJ1C,DWE7XHQ0W5F,DY6AWQXY5RXT
101180,ROUTE_80,NJKFRN3EUQ,DESC_80,TTXTPEHLUT30SB4,TECX6G7Q3NW6S,KOKLSV8,PJBOKH,GUZ2S5TVSTWRCU,XYCYKYA,ASSH17,AZL15X81,1PL7FG,BY4CZHUIXJ,2E2OBHGIF5,2025-11-17 02:28:37.000000,-59.7314,-101.230611,DESC_80,NV1SD,2025-11-25 06:20:03.000000,Q203LQD90Z,WA72,A8VO9BGJS6X
101181,ROUTE_81,2TMI5FRBO,DESC_81,WX622NM31XV9I,Q1RLQM8OBIKNH,YQK1M2WHP,VPYK6M4,AQ202W296G,70TJWAR,RRWKY9PYTB80,0KBE,KWM1SPB96I,DUM,RMTKOKWR52,2025-10-29 06:00:03.000000,89.159557,-165.437264,DESC_81,6O0JP6JPNYQ,2025-04-07 14:07:17.000000,GGC7FIRRJ82GKH,J9IITA2W1G5HHV6,V4Q2A3IML9
101182,ROUTE_82,LJOGVHQY9DG3,DESC_82,4P1818FS8J27,K7ROIM,19DI,3IY8JT6X00D1BX,4YKCL20OOAZF,JUYSCQ8RRGRG1,CY64E,LAEE,W4BX,QKUD,V5E11UDYT1D,2025-12-19 06:11:51.000000,-134.436769,129.577004,DESC_82,V78WD,2025-09-04 05:18:38.000000,O8VMHJ,HT8HAHAKYNF54DY,UTM0H1H4NJY
101183,ROUTE_83,OXESE,DESC_83,29FNEYX,2KZJKP8,C4DNON,NCNI7,Y376VA,RANRSYBXS5LADD1,TO12ZMLS,WERHBNFXHS,HFQNDAQPGI,RFWQZ7,995XU971AOH37,2025-01-14 14:26:51.000000,84.50197,100.523997,DESC_83,Y0P7,2024-03-20 23:18:48.000000,ZV3H2IP9,K35Z4DJ0QEB73RI,FTHM9AWYY73
101184,ROUTE_84,F6P,DESC_84,5LKS,8VKC9,7IFNP001FO6K809,JH1HDH89OUR,J1GSYXRY93H,ABV4,WRV77TWNYBATVT,Z3P2B7OMW,XD6AN1IJLNTA7EB,CUO3959,WRG2B14L,2025-12-04 03:22:15.000000,-67.596372,-11.453757,DESC_84,3UMSMYVBDENZ,2024-10-21 03:33:13.000000,AYCFR1VA,12TGAPBKCJE,L9MIT69TV
101185,ROUTE_85,22KX56SOR,DESC_85,A2QL7NLYQQQTLQD,5QRW,ZDB7DU,Y9IF9FRZXWBBS4M,7QR,HJFYUS5,383INJGRN0A,EKH039CKQ,DCLPE,HASTTJAOBORJ0,BXU2XJUM7QO9H,2024-02-13 14:26:33.000000,84.790779,148.904179,DESC_85,2F89UIK86U,2024-04-22 11:41:59.000000,V51OWIPFO58,SIR,FDC
101186,ROUTE_86,2DELA,DESC_86,6CLY62XU5,XNT,245,RQHQWIW,W1LOW2SMRXUV,KB2AI,D4M68MFMCS,ESONTOPFY4IL,IC8M,W51THECUZMMUV0,RLP96548,2024-10-07 11:41:44.000000,36.849547,86.27029,DESC_86,Y1I,2024-08-15 15:30:09.000000,SBS4T,VMMWMRG3XNPA,DRFKAHLNFL3H
101187,ROUTE_87,JKL784,DESC_87,8KI5X1T3J,JQ5AEU2DAO2WUQ,6NYYJ,DDJ,8SPA0NAYVN97GL2,ACBA7,MWEMRPR8S88R0CY,9XKRYELI,B7RR76GZXXI3AG,13SW2VL1OFRR3,XAM3Y0XZQEJ5HWI,2024-04-15 01:10:07.000000,136.709763,-179.549463,DESC_87,MR6H,2025-10-31 06:00:04.000000,3HLN,1IR2ZD0LA7,19H92Q12MJ
101188,ROUTE_88,0CQ9,DESC_88,ZEV71CV5YWXQ1X,9EJ,SJ9KWD8DY5KOJQW,V8NM4,4I4TWWA74HO,JCK,4L467V4XX,3D2VOT6Z,POPOUC2BOYHJ,RPZP4RFG9D,G68GS84MQSL6NS6,2024-12-18 03:29:06.000000,49.344824,-71.837166,DESC_88,K4L021,2025-03-16 05:55:11.000000,NMEEQHLQ7SLJFSG,1WA99RBRC08,BJ8XYNAV6
101189,ROUTE_89,PDQWQT60GZ,DESC_89,O531FWVTC0L2FS,R3XDCKYJWA0RP5,840RB4FZ,EO8VOTTY2M8K9LJ,YA91AHB3NSHJSL6,4AR2RR4JGP7V0,C6NLWVQ,1F5R3XA7SSV,EPLHMMRCR0CVPHT,7X1DZFZPUXFTTS,GLUOUKJNFQX6,2025-12-14 16:09:56.000000,73.849504,-20.939236,DESC_89,Y1ZU0KH68FNE,2024-06-10 00:05:18.000000,0NVTDKI47HJ,OJPTYYCFX68,AUEZMYES2PJ
101190,ROUTE_90,T1H4VGCKWG,DESC_90,14MYLS2S3,LKTPC7Q,7ORL6V,A902PVHGGWE4,WGM6Q1XJVVHP,R3QOOBYSORI,DJA95,DR9O4F,TRGX80S3IBPH6V,GJDBC5,R9Y8F6DLDGGO0K,2024-09-13 15:30:32.000000,-91.920941,-80.635143,DESC_90,O54FT6M3B9ZUNR,2025-11-24 21:45:40.000000,WRF,L252U8K,C1VKS
101191,ROUTE_91,NNXF2LK,DESC_91,BAQT3BRZO,G2NU21,YJNAR,LYJMRZ,Q41OD6BHUYA0,GZ8IV,1D0VKAJC0A,VSG7,V8W3PVP9TTD,ZF4O3V,J702SX28OR3OD,2024-01-31 21:50:46.000000,-61.880771,-1.847342,DESC_91,JXUI6TPTCY3NW9Z,2025-05-07 15:36:11.000000,PM2561FP,5SY6PIDN4K4,7ZBIRO6ZSJAXHQ
101192,ROUTE_92,0URXBRR,DESC_92,NCZ9OU0U5M,UQAGDGCCOALXU,YPJD0MUIHM60P,W04TJ,T8C4XD,VV9LM0QQCU0,C6F,ROP7CCR1E,V189JX,SF5YG817IIHQ,UEZH8LMJTSA,2025-04-17 00:40:40.000000,30.466418,-109.04253,DESC_92,YNXR,2024-06-01 14:02:05.000000,3F88BJ3,ZU096CZEG3A,TN6W983MDTLE
101193,ROUTE_93,MFS,DESC_93,NJ4,5WBXAOD5,3B3M,QQQZXVC2UQXP296,MN9S68B6B72K4C,CXQIWGH8LT,AGLQUS,4W10XYELV3LP,MC7KSPBNQZYR6,SGLN,50JAHP,2024-03-26 09:04:04.000000,-21.589782,121.09451,DESC_93,7TUFHY73,2025-06-27 15:54:11.000000,TULSA37CXRBA33Z,AKVGMTW0MBA,2EL25ZHTBA5D
101194,ROUTE_94,Z90SN5,DESC_94,QE9212QT,5LRLH1Q669914W7,2AOAI5XGB4N8YN,FP1AJLY60DZDL0,J185MDEXKMV,RDSX6J4O8XBNX,ELQ6HR6,LAV7ZNYTKBC5SH,KMY0CQYY5BHXE,IDULMIFWPSS,MSKMR,2024-10-09 06:55:21.000000,-14.281308,66.799038,DESC_94,VHY7,2025-03-27 12:58:02.000000,4QCPG93JJ,CGIS92,V39X
101195,ROUTE_95,AKO75JBGC,DESC_95,XA8E,P6C3NUOPMMXP,O209ROJBAK4,YPF81VUV0UK0,CKLCRJEQT,AQRZ843RSV,73SZ2PNOX86SU,NTQ5GIGMCWNKKA7,6IBT,GAOYYK7D98JK3,4HO,2025-04-11 03:01:12.000000,-29.829221,158.599852,DESC_95,3QX0VFJEQXZ8ID,2024-08-19 03:43:08.000000,L393ZF0,X4LN,TY5K13OC5Z
101196,ROUTE_96,PRO81PQ,DESC_96,WC9,AVNP,JLLEXYEURL,PF5CTFL2Y2YE,MGSOZVH77EL,D6Q,MJ295XTCMCQ,K5HY3IE,D8QL37D,LLG5VC,OIBDAD,2025-07-02 09:11:53.000000,1.871485,-93.433764,DESC_96,LZ2UW,2025-06-04 18:25:12.000000,V5HV4R4VTF8LLA7,JELSWNLKE5F0,RW866PBVZ9S
101197,ROUTE_97,PZM8LF1KIM,DESC_97,X5W,0758IWRXGFF,69FRDF3ARD,L3IY4,ZZ7H7,QOR3IRXJH,GVMT3C,MNMVG,YLHH,1Q6GRE60MSTH,DX9VTPK0,2025-08-02 23:16:23.000000,-46.036403,-141.97758,DESC_97,Q7BORLXE,2024-09-30 19:00:35.000000,GRFR,0LFZ,171YR4NSK19B0M
101198,ROUTE_98,YY9SDA4N9WRSI,DESC_98,AFRQP08,G85OT5C7YLWO,DND1I814,MNWUG3WEJ3C6FC,OJXQ,O4US9YSF,XZNWBVY,ZVNMPX6,SXX,KVMJS2EGEC,WX811CVLR27AVE2,2024-02-18 17:40:44.000000,102.520151,71.593241,DESC_98,MLOW,2025-09-09 19:25:37.000000,UUOAH0FB0L,8BTA8A9,449VSAHWAK
101199,ROUTE_99,ON8NO,DESC_99,P7CLSJO3RTC656,XOC2,EP97OB3X07PJIR,3QW0F87X71,YT636R54,K4OC2R11ICV,QZZX1,NVBZMJIC38VI3,W1SWQOGZ6I07Q,BWAIUF5SU1,805CKJYDO8DLRD,2024-02-02 06:48:47.000000,-82.575869,-16.018478,DESC_99,G0GXQN747I1W,2025-04-06 05:41:38.000000,EGWRB,CZFFRNTO,UXT1QUEZ
101200,ROUTE_0,P5T2WKD8D7VI8,DESC_0,SEMQQRUJWGXSS,9A9KJZM9B6Y7R2,Q0UJNJO,CBYVNRL7CIPO,19CPTU,W54UFE,CHNINKGPI,9ZNBZ,ITDNG0,P1WZK573GP9TJDJ,G8LBNIODD,2024-01-09 21:38:11.000000,-49.914424,-75.673699,DESC_0,VYRRIHUORJOF,2025-06-07 16:44:05.000000,WCU1,66845M,LQK8UKK2ZVH21L
101201,ROUTE_1,YR8XUQONK3,DESC_1,EIA71W,TPBGX3A6M0C9L,7665EFF3FXSB,WMWKE92HOJ,12G,WGQIAHN50O,3CY,US36FTIJX4ETSZZ,F2GBR,RQPG47XI5OH8A4,QCNY6A,2024-02-03 17:03:24.000000,-113.104245,-112.304002,DESC_1,ZH23O7MNQQVW3,2024-09-29 13:28:08.000000,Z1J76V2X7N1,7HG3GH0Y,NYK1JH
101202,ROUTE_2,USYPC,DESC_2,082GR44VJ89AANB,BFXRHCJAQ40,M9T,H8EGE,JWOKCC,OX8,JXKCGNR3KW,B6HG7CZ7QQRU,9Y7YLG,V3M,QT5,2025-01-21 11:17:23.000000,145.915495,-131.911626,DESC_2,FPB,2025-08-28 23:41:01.000000,0RTW772HC6VW3,TJ8YCSPH6HEZ,4G9531W9Q2KDHC
101203,ROUTE_3,3EZVQJUT3JV,DESC_3,TH5SAC09HFC,1UBN85QMISG1076,S6U0IGK8T5YL9TY,Y7BRP3,70UMN0M10J9D,H287,KP471Y4DJRNC,VL3IUNNXRB1,RV0WRW,QQO,MDL390UN,2025-04-27 15:06:44.000000,-4.270683,-125.488534,DESC_3,GAI72,2025-04-26 01:56:23.000000,IWGD6YWEC,LU9RIJYJDF,DKFPOGFYEN
101204,ROUTE_4,QZ2GX,DESC_4,0IUZ2,3FI97BZ,C5HB7RAR,O97S0XG58OU0FOL,SVEM2PO3,RZLPZF64DY0P,4DXLBA9JQBNRK,UB1ISZV,LO9BPZPK2Y5,OHWAYQWMF,BDWK8CTD,2024-07-31 20:59:30.000000,146.441183,-5.089784,DESC_4,BM2WD9XF,2025-12-24 04:35:54.000000,7YLN,3Q4Y,K1MPZ
101205,ROUTE_5,MNOIXG7ANPYXT9L,DESC_5,L1473XK1LVRA1,42HZWQID4,TT8KT4L0,Y98P6TJ,ZVA,K5958PNA,8IC6,12UPLP,HS9EEWBK,FXB2NKUKDOT,TARAVU,2024-10-30 09:05:19.000000,-166.060064,84.840651,DESC_5,5PJSZ,2025-07-23 21:48:25.000000,MWXNNQ,9TH9O3DN60CH,FC2LC6Q5
101206,ROUTE_6,XWP3O0WFU,DESC_6,23R46WK,539A43S1VJK3N,UQI9BBBDRUV11E0,SG2J,6FBFC,G0TK6P,BZJJHNZWK,DA6Q608LKNV1,Q0IMQ9PMDOFR,9M1RA0IA,1MUNJMUDQVCSQZ,2025-06-17 15:40:10.000000,-88.248392,-15.167521,DESC_6,ON7IQHC4DPHI,2024-04-23 13:36:45.000000,84F9US7JR0O,1HVKUKYVVMO,PJYUIM9
101207,ROUTE_7,D1RC9,DESC_7,7K9GYA,UACCLX3GZ1,MG1K8TX5IK5G,WQLAYSM5A5NV6,4WHIKUADF,LMM,YQORL,HWDXR,PMN01,5WXM,NXGE3QPDPXBH8G,2025-09-19 15:19:24.000000,3.865242,90.967561,DESC_7,LRII3G,2025-11-04 07:57:40.000000,M6T,MW392NN,Y0TGBX
101208,ROUTE_8,AUC62RA5J3LC6ZV,DESC_8,M7B0EK8TAREO,TVR7WTDDA,P3GM9TS20PH3,058LUK,234808X9JLB,YF24K,EAEQVT8,SXZJIMU0QS,CFZKJQO8168,F29HB8S,IOFZ1,2024-09-27 08:21:24.000000,83.609253,-104.016724,DESC_8,E9VQJQH3H,2024-04-10 11:26:16.000000,61SYFA8POMD,4TNB,JGMR2H
101209,ROUTE_9,4Z3OX0P8,DESC_9,52QL1YGQMZPG,LG36Y6QPTRNJ,Z7KEHYY80T0T,OHK,JWF21OUYPUFBJCX,CHL,B46YY,WGHZULR,ZRFQE0YKK01,EMD51R9BR6W0I3Q,YANUKVGJX4J5LM,2025-07-17 09:48:01.000000,112.35793,-132.858121,DESC_9,GYWEMVY,2025-05-25 20:19:20.000000,JFLZA7XP4TPPP,ALSTDEZIYNCM1B,D5G6Z
101210,ROUTE_10,40FJXVVPHCCZO1B,DESC_10,BJVGGM1,5XESEBHN04FFLF,4MWXNHCI7WE2O,MM2FO089VTZ,8MURSNNKI9BS61T,BZXJMFWTWH,3STCH2I95JYW,LFJK5RFHJ,LNYFAFP,4E7PELEANCWKYU,6JN1H16WT0,2024-03-06 20:51:50.000000,7.443826,87.363717,DESC_10,EZL5YOZP1,2024-02-17 23:45:02.000000,JLH6XYM,O2613XL,EGHS
101211,ROUTE_11,NTAM1MC,DESC_11,4Q05BJPG5,43ADIUFFEM,49BLWZZN1A3,MPCSHWIJLM7IA,VTXLQ,BWP4HHNXB3KJ,67N5UZFLSW,XWV6C,B9680K,OQBDCVJK95L3,N28CM1C,2025-11-18 05:23:22.000000,-65.960418,-62.255305,DESC_11,2T1,2025-01-19 09:05:13.000000,K91C,T8JH7BP7VVRRU9,2PIET7
101212,ROUTE_12,0RXEYWM274XTYYU,DESC_12,1QQ2R,8ZVS24FZIFA8Z4X,CVU0DUFWZKH,FRR5K,80QGINU2UA,TPJUO,6E22Y3F3AH,IVTXGMZF77AJBUK,WFORURKW12VBX,QHJRE0OJ,TQ6P7,2025-11-06 01:09:17.000000,127.397356,-5.157488,DESC_12,5F9LBTWK2XVN,2025-10-14 15:29:42.000000,QUXU2U77QX6ISK,NSBPDD,OZ119Y
101213,ROUTE_13,DSWEHPIEM1LP6,DESC_13,ZA2LA,XIL1EL3O9J8YS,JCSYN,LDQP,ZI5D97ANF4FA4,VT6C9DTT1TBAEQ,JJXULQSSYD5FQ1K,ELPEWM3,EV5SW8HTEA,A6V7DBN,CGRKU6AY0PV0YA,2024-07-27 20:38:02.000000,102.920278,-102.656554,DESC_13,7QPN6,2024-02-27 16:33:02.000000,V37AJX1GN7N6,DHN7GUQGFEQ,HH6CIG1YVANSW
101214,ROUTE_14,Z1GMMUTCZ1R8C0N,DESC_14,50155OJ9BHZ7V,X9TIN27UQS,MLPZAF7GQ,CWC7NBIS4,A51PFZIC9K49PJD,7WFF0,KBRQ0K6I35,GVJT9NV119,TOW,PXLF,MMZ,2025-09-01 19:34:43.000000,-9.918652,154.860334,DESC_14,VPY7JVH,2025-10-04 04:15:43.000000,XHNNGUMYVVU,NRBW5QY7,P3DTEGJYUQZ
101215,ROUTE_15,NGKDGJSBO,DESC_15,RR89LMREB4DN,V0M1X13KPCYO,WEWW0KIY,EHR08S9A,R40YKQA,QVRYP,OUP,7W5E46X5VP,8FJOTCLL4,MQSP6E,V0UW0C2ONB6NO,2025-12-06 20:33:51.000000,-10.622031,-132.721695,DESC_15,XVWSFQ1Z4OCY,2024-01-05 13:00:00.000000,R6V9I,HI7BF0B4W0JBRC,CY1D9WD9CDH
101216,ROUTE_16,7P85A3UH14,DESC_16,KVTU,DCS8,ZTJLV63W,1HF92TBDMQEUA,WTFLK4NFZG47,T26LQALQ,LIEJ2GRONHF62Q,AJMAX0X,236G59VF9,GOEW79RM1RB,5K6EX,2025-10-30 10:16:49.000000,22.206379,179.75174,DESC_16,ZOWT3V0UVVIOL4,2025-03-01 04:16:41.000000,YC09TATS,B2H,QP52F0I46OYZL
101217,ROUTE_17,ADEPUYNQHI,DESC_17,5MJLOFDHHFSK,EV1YRZDFESX3O1,18XLLL0Q8,LH3P79P4VP0OZ,F5MJSAM,L1ZI,XO0GRH21N9ZDM0,OMUJW4VYWEF,I2THOTGW0TZCO9,IJFMJIGT88PO,YQ8CBXDN0WYE5MS,2025-12-20 02:15:45.000000,37.110749,4.127059,DESC_17,BUQ7O9UPEVMV4B,2024-10-09 05:48:39.000000,88WKG1BGR98LU,WPOJ0L,9NOHZ265
101218,ROUTE_18,X290PURSWDZFD,DESC_18,TCOMSK,QLQ6E5A8ANUZM2W,CP6HWTAYFB26,VFZ2,U0Q8R,199,JY19U4KP,AAHNMTFJDHCFY9E,9LEKOWJYF,YOQCKSXTG,O9TXE4A,2024-04-25 16:05:04.000000,-40.251624,-43.263634,DESC_18,L1ZHLKFEN6B,2025-08-08 15:27:22.000000,M58SB9HHWE81SH,SJ2ZJ,JRB1JNCENAQNQTY
101219,ROUTE_19,PTN2838JC,DESC_19,5GMCENNPC8OI,ZI9Z1A1YG7,SC5C1,4LB5XOHVEFVDK,PNRWMG878PEM,49L8VKY0T,A6YTG0IU1GEHZOR,2ZKIY3SHTA5J,OZK,KH01,SGE1710,2024-02-29 05:22:11.000000,123.697854,-86.591874,DESC_19,UC587A,2025-06-12 14:12:00.000000,CGHV56FQUK,4KUQ7WAQT8,CX6KUH5TSXC8E7H
101220,ROUTE_20,F2UKIJLOC6QAEG,DESC_20,ITXJ,FIFM3Y,BGXKP,XK6WH3,XU57VH6ESI21,HOQ,UHKCJ,K7HVWS84N,U5Z7X,9BIY9XDP,NSWG1P1Q,2025-01-31 08:05:50.000000,-150.977307,-16.041037,DESC_20,2L2DJ1EYZY8WQ8M,2025-04-24 22:14:01.000000,V4860TDQ,1J8GPGXI0J,AOAJ80DWKC
101221,ROUTE_21,YI2D,DESC_21,PKGWZLPTLI8,XUWFJL99W9T,NO4P6YH,8SL0YVEKER65T,E3NUXEW04HNV9JY,YP4P20F6A1940,H32NJ8YBWFXIBJ,O29GN8,K4N,1VSHKQJ,742OS5,2024-09-19 20:23:36.000000,-137.425307,108.223959,DESC_21,82VH1IW,2025-09-16 15:05:42.000000,XXA,O9FRO9,AXS
101222,ROUTE_22,56WI73,DESC_22,QOCC62JED,0R2TY,L7ZS8S,AR6TU3QPPV8X5,YE429EKQJH1R,AELOR0PTZFXZK,8OWCY3VCQ,TY3GH,ZL15,Z2WVH,5UD9,2024-08-07 18:12:52.000000,153.918758,-160.61239,DESC_22,AZA7O23D3W,2024-10-24 12:36:11.000000,59T4YK8H3248T,BZL3P6BIJN0LT,Y03U4E
101223,ROUTE_23,0JC6,DESC_23,XR9E12FB3TB4A8,QX4U7939Y,KIH11NOGW,YWS68YKQ,LD57F3FYJVLB5,UL7QR11WZQYPLN,SPFXPBTMUKH6WPC,UUQ3ZZ3MU,NGX5EQS8DWD,Y6G,ZVOH2,2024-11-21 10:16:19.000000,27.376078,-103.55156,DESC_23,THO0CH1HFH,2025-10-24 01:22:47.000000,RJ4ZIHNUHW8AMXQ,5BL5RONV9YOHFF,9L2JZNT
